X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,speed,course,hAcc,vAcc
37.684893,55.765369,0,0,178,151.576354,2023/03/03 13:00:22+00,,,,,,,,,,,,,,,,,,,,,,0.233002,267.52108,2.041392,0.7876
37.684889,55.765369,0,0,179,151.584853,2023/03/03 13:00:23+00,,,,,,,,,,,,,,,,,,,,,,0.219637,268.032505,2.041804,0.787066
37.684886,55.765369,0,0,180,151.59391,2023/03/03 13:00:24+00,,,,,,,,,,,,,,,,,,,,,,0.179668,266.096399,2.042328,0.78652
37.684883,55.765369,0,0,181,151.602614,2023/03/03 13:00:25+00,,,,,,,,,,,,,,,,,,,,,,0.126834,258.775531,2.04298,0.785959
37.684882,55.765369,0,0,182,151.611535,2023/03/03 13:00:26+00,,,,,,,,,,,,,,,,,,,,,,0.085703,244.326619,2.043671,0.785382
37.684881,55.765368,0,0,183,151.619734,2023/03/03 13:00:27+00,,,,,,,,,,,,,,,,,,,,,,0.064498,226.436831,2.044328,0.784787
37.68488,55.765368,0,0,184,151.626293,2023/03/03 13:00:28+00,,,,,,,,,,,,,,,,,,,,,,0.055611,207.335507,2.044954,0.784177
37.68488,55.765367,0,0,185,151.6312,2023/03/03 13:00:29+00,,,,,,,,,,,,,,,,,,,,,,0.055248,181.354492,2.045582,0.783554
37.68488,55.765367,0,0,186,151.634114,2023/03/03 13:00:30+00,,,,,,,,,,,,,,,,,,,,,,0.065963,156.904039,2.046204,0.782932
37.684881,55.765366,0,0,187,151.635401,2023/03/03 13:00:31+00,,,,,,,,,,,,,,,,,,,,,,0.082853,140.534119,2.046811,0.782308
37.684882,55.765366,0,0,188,151.638255,2023/03/03 13:00:32+00,,,,,,,,,,,,,,,,,,,,,,0.094386,126.468334,2.047441,0.7817
37.684883,55.765365,0,0,189,151.640461,2023/03/03 13:00:33+00,,,,,,,,,,,,,,,,,,,,,,0.103153,108.622898,2.048149,0.781109
37.684885,55.765365,0,0,190,151.643827,2023/03/03 13:00:34+00,,,,,,,,,,,,,,,,,,,,,,0.12208,88.195563,2.048945,0.781955
37.684887,55.765365,0,0,191,151.647353,2023/03/03 13:00:35+00,,,,,,,,,,,,,,,,,,,,,,0.170147,74.29239,2.049957,0.783163
37.68489,55.765366,0,0,192,151.649884,2023/03/03 13:00:36+00,,,,,,,,,,,,,,,,,,,,,,0.242927,68.898094,2.051305,0.784811
37.684894,55.765367,0,0,193,151.653478,2023/03/03 13:00:37+00,,,,,,,,,,,,,,,,,,,,,,0.32892,68.687833,2.053375,0.786956
37.6849,55.765368,0,0,194,151.657781,2023/03/03 13:00:38+00,,,,,,,,,,,,,,,,,,,,,,0.410962,70.784748,2.057071,0.789753
37.684906,55.765369,0,0,195,151.664808,2023/03/03 13:00:39+00,,,,,,,,,,,,,,,,,,,,,,0.474354,73.644065,2.064193,0.794613
37.684914,55.76537,0,0,196,151.673651,2023/03/03 13:00:40+00,,,,,,,,,,,,,,,,,,,,,,0.510829,76.504291,2.077967,0.80111
37.684922,55.765371,0,0,197,151.683713,2023/03/03 13:00:41+00,,,,,,,,,,,,,,,,,,,,,,0.526092,79.444147,2.104764,0.809762
37.68493,55.765372,0,0,198,151.69512,2023/03/03 13:00:42+00,,,,,,,,,,,,,,,,,,,,,,0.53114,82.67612,2.159067,0.821298
37.684939,55.765373,0,0,199,151.709009,2023/03/03 13:00:43+00,,,,,,,,,,,,,,,,,,,,,,0.532108,85.867342,2.277281,0.836692
37.684954,55.765372,0,0,200,151.741374,2023/03/03 13:00:45+00,,,,,,,,,,,,,,,,,,,,,,0.456918,95.652373,2.284024,0.845516
37.684961,55.765372,0,0,201,151.762194,2023/03/03 13:00:46+00,,,,,,,,,,,,,,,,,,,,,,0.414965,97.792039,2.179098,0.838029
37.684967,55.765372,0,0,202,151.784621,2023/03/03 13:00:47+00,,,,,,,,,,,,,,,,,,,,,,0.370853,99.426626,2.150361,0.836019
37.684973,55.765371,0,0,203,151.807265,2023/03/03 13:00:48+00,,,,,,,,,,,,,,,,,,,,,,0.329871,100.036548,2.176229,0.839124
37.684978,55.765371,0,0,204,151.828754,2023/03/03 13:00:49+00,,,,,,,,,,,,,,,,,,,,,,0.307971,99.515317,2.278766,0.847532
37.684987,55.76537,0,0,205,151.866848,2023/03/03 13:00:51+00,,,,,,,,,,,,,,,,,,,,,,0.28322,98.727211,2.269609,0.84466
37.684992,55.765369,0,0,206,151.87973,2023/03/03 13:00:52+00,,,,,,,,,,,,,,,,,,,,,,0.291275,100.378657,2.150927,0.829841
37.684997,55.765369,0,0,207,151.887391,2023/03/03 13:00:53+00,,,,,,,,,,,,,,,,,,,,,,0.305561,104.143113,2.09674,0.820431
37.685001,55.765368,0,0,208,151.886208,2023/03/03 13:00:54+00,,,,,,,,,,,,,,,,,,,,,,0.313569,108.998605,2.070509,0.814225
37.685006,55.765367,0,0,209,151.877105,2023/03/03 13:00:55+00,,,,,,,,,,,,,,,,,,,,,,0.303254,114.205116,2.05774,0.810375
37.68501,55.765366,0,0,210,151.860632,2023/03/03 13:00:56+00,,,,,,,,,,,,,,,,,,,,,,0.26188,119.971671,2.052487,0.808343
37.685013,55.765365,0,0,211,151.83643,2023/03/03 13:00:57+00,,,,,,,,,,,,,,,,,,,,,,0.193481,127.446842,2.0525,0.807853
37.685015,55.765364,0,0,212,151.80442,2023/03/03 13:00:58+00,,,,,,,,,,,,,,,,,,,,,,0.115281,138.400395,2.057867,0.808856
37.685015,55.765363,0,0,213,151.763619,2023/03/03 13:00:59+00,,,,,,,,,,,,,,,,,,,,,,0.040346,172.289932,2.070851,0.811522
37.685015,55.765363,0,0,214,151.715122,2023/03/03 13:01:00+00,,,,,,,,,,,,,,,,,,,,,,0.055076,284.954765,2.097181,0.816246
37.685014,55.765363,0,0,215,151.659166,2023/03/03 13:01:01+00,,,,,,,,,,,,,,,,,,,,,,0.117396,305.058873,2.150919,0.823691
37.685012,55.765364,0,0,216,151.596441,2023/03/03 13:01:02+00,,,,,,,,,,,,,,,,,,,,,,0.168201,311.983274,2.268138,0.834811
37.685007,55.765367,0,0,217,151.453081,2023/03/03 13:01:04+00,,,,,,,,,,,,,,,,,,,,,,0.253392,315.760868,2.269427,0.834498
37.685004,55.765368,0,0,218,151.366675,2023/03/03 13:01:05+00,,,,,,,,,,,,,,,,,,,,,,0.245449,313.360721,2.153157,0.820612
37.685002,55.76537,0,0,219,151.277033,2023/03/03 13:01:06+00,,,,,,,,,,,,,,,,,,,,,,0.223362,310.736728,2.099918,0.810634
37.684999,55.765371,0,0,220,151.186088,2023/03/03 13:01:07+00,,,,,,,,,,,,,,,,,,,,,,0.19516,310.46295,2.073696,0.803453
37.684997,55.765372,0,0,221,151.095433,2023/03/03 13:01:08+00,,,,,,,,,,,,,,,,,,,,,,0.167853,313.856921,2.060387,0.798246
37.684995,55.765373,0,0,222,151.004209,2023/03/03 13:01:09+00,,,,,,,,,,,,,,,,,,,,,,0.144324,320.520092,2.053821,0.794404
37.684994,55.765374,0,0,223,150.916726,2023/03/03 13:01:10+00,,,,,,,,,,,,,,,,,,,,,,0.126024,329.07843,2.050785,0.791526
37.684993,55.765375,0,0,224,150.831911,2023/03/03 13:01:11+00,,,,,,,,,,,,,,,,,,,,,,0.108889,337.603934,2.049469,0.789319
37.684993,55.765376,0,0,225,150.752415,2023/03/03 13:01:12+00,,,,,,,,,,,,,,,,,,,,,,0.087119,346.253993,2.048899,0.788971
37.684993,55.765376,0,0,226,150.677319,2023/03/03 13:01:13+00,,,,,,,,,,,,,,,,,,,,,,0.065827,351.183109,2.048831,0.789184
37.684992,55.765377,0,0,227,150.607186,2023/03/03 13:01:14+00,,,,,,,,,,,,,,,,,,,,,,0.05079,348.773712,2.049346,0.789702
37.684992,55.765377,0,0,228,150.541643,2023/03/03 13:01:15+00,,,,,,,,,,,,,,,,,,,,,,0.04028,345.859771,2.050854,0.790621
37.684992,55.765378,0,0,229,150.479488,2023/03/03 13:01:16+00,,,,,,,,,,,,,,,,,,,,,,0.033997,351.210146,2.054271,0.792058
37.684992,55.765378,0,0,230,150.417687,2023/03/03 13:01:17+00,,,,,,,,,,,,,,,,,,,,,,0.039373,349.011488,2.061363,0.79419
37.684992,55.765378,0,0,231,150.356694,2023/03/03 13:01:18+00,,,,,,,,,,,,,,,,,,,,,,0.055613,338.944197,2.075303,0.797391
37.684991,55.765379,0,0,232,150.292301,2023/03/03 13:01:19+00,,,,,,,,,,,,,,,,,,,,,,0.079905,327.882002,2.102271,0.802184
37.68499,55.76538,0,0,233,150.220796,2023/03/03 13:01:20+00,,,,,,,,,,,,,,,,,,,,,,0.112726,319.565585,2.156613,0.809335
37.684988,55.765381,0,0,234,150.138274,2023/03/03 13:01:21+00,,,,,,,,,,,,,,,,,,,,,,0.149669,313.305156,2.274897,0.819914
37.684984,55.765382,0,0,235,149.942188,2023/03/03 13:01:23+00,,,,,,,,,,,,,,,,,,,,,,0.151289,296.712822,2.285173,0.817638
37.684983,55.765383,0,0,236,149.789193,2023/03/03 13:01:24+00,,,,,,,,,,,,,,,,,,,,,,0.094095,286.55843,2.183595,0.803352
37.684982,55.765383,0,0,237,149.61071,2023/03/03 13:01:25+00,,,,,,,,,,,,,,,,,,,,,,0.020176,182.11571,2.155614,0.793727
37.684984,55.765382,0,0,238,149.386976,2023/03/03 13:01:26+00,,,,,,,,,,,,,,,,,,,,,,0.139479,116.607189,2.167703,0.78778
37.684987,55.765381,0,0,239,149.127151,2023/03/03 13:01:27+00,,,,,,,,,,,,,,,,,,,,,,0.292414,110.383526,2.207432,0.784819
37.684993,55.76538,0,0,240,148.828895,2023/03/03 13:01:28+00,,,,,,,,,,,,,,,,,,,,,,0.439116,108.62615,2.267657,0.784371
37.685001,55.765379,0,0,241,148.503136,2023/03/03 13:01:29+00,,,,,,,,,,,,,,,,,,,,,,0.549246,108.328363,2.338764,0.785988
37.68501,55.765377,0,0,242,148.16115,2023/03/03 13:01:30+00,,,,,,,,,,,,,,,,,,,,,,0.597785,108.998348,2.408855,0.789571
37.685019,55.765376,0,0,243,147.811595,2023/03/03 13:01:31+00,,,,,,,,,,,,,,,,,,,,,,0.563567,110.561297,2.467647,0.794995
37.685026,55.765374,0,0,244,147.459828,2023/03/03 13:01:32+00,,,,,,,,,,,,,,,,,,,,,,0.441643,114.223265,2.510293,0.802275
37.685031,55.765372,0,0,245,147.11001,2023/03/03 13:01:33+00,,,,,,,,,,,,,,,,,,,,,,0.221205,129.029968,2.537733,0.811381
37.685032,55.765371,0,0,246,146.780123,2023/03/03 13:01:34+00,,,,,,,,,,,,,,,,,,,,,,0.159553,230.951033,2.554907,0.822383
37.685028,55.76537,0,0,247,146.486396,2023/03/03 13:01:35+00,,,,,,,,,,,,,,,,,,,,,,0.410515,258.262505,2.56789,0.835409
37.685019,55.76537,0,0,248,146.238421,2023/03/03 13:01:36+00,,,,,,,,,,,,,,,,,,,,,,0.67204,263.822932,2.581461,0.850557
37.685007,55.765369,0,0,249,146.025474,2023/03/03 13:01:37+00,,,,,,,,,,,,,,,,,,,,,,0.906054,266.545595,2.599294,0.867933
37.684991,55.765369,0,0,250,145.839117,2023/03/03 13:01:38+00,,,,,,,,,,,,,,,,,,,,,,1.098276,267.964646,2.624594,0.887623
37.684972,55.765369,0,0,251,145.70506,2023/03/03 13:01:39+00,,,,,,,,,,,,,,,,,,,,,,1.229323,268.421581,2.660245,0.909515
37.684952,55.765368,0,0,252,145.617901,2023/03/03 13:01:40+00,,,,,,,,,,,,,,,,,,,,,,1.288965,268.158846,2.708576,0.933477
37.684931,55.765368,0,0,253,145.58027,2023/03/03 13:01:41+00,,,,,,,,,,,,,,,,,,,,,,1.320637,267.044863,2.769363,0.95929
37.68491,55.765367,0,0,254,145.597251,2023/03/03 13:01:42+00,,,,,,,,,,,,,,,,,,,,,,1.315652,265.458286,2.838115,0.987041
37.684889,55.765366,0,0,255,145.68855,2023/03/03 13:01:43+00,,,,,,,,,,,,,,,,,,,,,,1.282932,263.115916,2.90772,1.015637
37.684869,55.765364,0,0,256,145.836838,2023/03/03 13:01:44+00,,,,,,,,,,,,,,,,,,,,,,1.218282,259.702193,2.972254,1.045038
37.684851,55.765362,0,0,257,146.049155,2023/03/03 13:01:45+00,,,,,,,,,,,,,,,,,,,,,,1.126316,254.901219,3.028749,1.074784
37.684835,55.765359,0,0,258,146.314322,2023/03/03 13:01:46+00,,,,,,,,,,,,,,,,,,,,,,1.015099,248.476397,3.077789,1.10494
37.684822,55.765355,0,0,259,146.626975,2023/03/03 13:01:47+00,,,,,,,,,,,,,,,,,,,,,,0.898866,240.76258,3.122043,1.134131
37.68481,55.765351,0,0,260,146.964711,2023/03/03 13:01:48+00,,,,,,,,,,,,,,,,,,,,,,0.757975,235.972652,3.162997,1.161918
37.684801,55.765348,0,0,261,147.308117,2023/03/03 13:01:48+00,,,,,,,,,,,,,,,,,,,,,,0.585909,230.803864,3.200575,1.187977
37.684795,55.765345,0,0,262,147.679177,2023/03/03 13:01:49+00,,,,,,,,,,,,,,,,,,,,,,0.445519,229.94308,3.234926,1.206022
37.684789,55.765342,0,0,263,148.035471,2023/03/03 13:01:50+00,,,,,,,,,,,,,,,,,,,,,,0.360217,232.923394,3.266773,1.221046
37.684785,55.765341,0,0,264,148.409609,2023/03/03 13:01:51+00,,,,,,,,,,,,,,,,,,,,,,0.311948,238.340278,3.296045,1.234656
37.68478,55.765339,0,0,265,148.71997,2023/03/03 13:01:52+00,,,,,,,,,,,,,,,,,,,,,,0.273933,242.755485,3.321956,1.244624
37.684777,55.765338,0,0,266,148.955448,2023/03/03 13:01:53+00,,,,,,,,,,,,,,,,,,,,,,0.217531,242.741852,3.343327,1.250953
37.684774,55.765337,0,0,267,149.122902,2023/03/03 13:01:54+00,,,,,,,,,,,,,,,,,,,,,,0.125641,229.318286,3.357875,1.254944
37.684773,55.765337,0,0,268,149.225993,2023/03/03 13:01:55+00,,,,,,,,,,,,,,,,,,,,,,0.089246,138.162674,3.362068,1.255179
37.684775,55.765336,0,0,269,149.255448,2023/03/03 13:01:56+00,,,,,,,,,,,,,,,,,,,,,,0.269442,100.28924,3.352461,1.253062
37.684781,55.765336,0,0,270,149.210789,2023/03/03 13:01:57+00,,,,,,,,,,,,,,,,,,,,,,0.537662,91.680514,3.327573,1.248411
37.684792,55.765336,0,0,271,149.125585,2023/03/03 13:01:58+00,,,,,,,,,,,,,,,,,,,,,,0.815166,88.225217,3.289634,1.24177
37.684807,55.765336,0,0,272,149.030948,2023/03/03 13:01:59+00,,,,,,,,,,,,,,,,,,,,,,1.096137,86.010113,3.246081,1.233705
37.684827,55.765337,0,0,273,148.921518,2023/03/03 13:02:00+00,,,,,,,,,,,,,,,,,,,,,,1.36542,84.416737,3.207096,1.224797
37.684851,55.765339,0,0,274,148.798846,2023/03/03 13:02:01+00,,,,,,,,,,,,,,,,,,,,,,1.618019,83.407927,3.178399,1.216068
37.684879,55.765341,0,0,275,148.643377,2023/03/03 13:02:02+00,,,,,,,,,,,,,,,,,,,,,,1.826766,82.968223,3.15986,1.207513
37.684909,55.765343,0,0,276,148.448551,2023/03/03 13:02:03+00,,,,,,,,,,,,,,,,,,,,,,1.950399,82.916001,3.149242,1.199536
37.684941,55.765345,0,0,277,148.225247,2023/03/03 13:02:04+00,,,,,,,,,,,,,,,,,,,,,,1.966559,83.043738,3.144762,1.191745
37.684971,55.765347,0,0,278,147.976514,2023/03/03 13:02:05+00,,,,,,,,,,,,,,,,,,,,,,1.878752,83.128159,3.145919,1.185413
37.685,55.765349,0,0,279,147.687363,2023/03/03 13:02:06+00,,,,,,,,,,,,,,,,,,,,,,1.704919,82.901947,3.153594,1.180382
37.685025,55.765351,0,0,280,147.36282,2023/03/03 13:02:07+00,,,,,,,,,,,,,,,,,,,,,,1.469016,82.060122,3.169319,1.176781
37.685045,55.765353,0,0,281,146.982819,2023/03/03 13:02:08+00,,,,,,,,,,,,,,,,,,,,,,1.204731,80.371606,3.194144,1.173869
37.685062,55.765355,0,0,282,146.565597,2023/03/03 13:02:09+00,,,,,,,,,,,,,,,,,,,,,,0.90236,77.631236,3.227968,1.171126
37.685074,55.765356,0,0,283,146.102929,2023/03/03 13:02:10+00,,,,,,,,,,,,,,,,,,,,,,0.654781,74.307212,3.268793,1.169033
37.685082,55.765358,0,0,284,145.631538,2023/03/03 13:02:11+00,,,,,,,,,,,,,,,,,,,,,,0.472841,71.826104,3.313105,1.167669
37.685089,55.765359,0,0,285,145.155788,2023/03/03 13:02:12+00,,,,,,,,,,,,,,,,,,,,,,0.359425,72.702121,3.357793,1.167103
37.685095,55.76536,0,0,286,144.737219,2023/03/03 13:02:13+00,,,,,,,,,,,,,,,,,,,,,,0.304309,80.067374,3.402032,1.166765
37.6851,55.76536,0,0,287,144.320653,2023/03/03 13:02:14+00,,,,,,,,,,,,,,,,,,,,,,0.318332,92.746341,3.447693,1.166285
37.685104,55.765359,0,0,288,143.904475,2023/03/03 13:02:15+00,,,,,,,,,,,,,,,,,,,,,,0.368442,103.593987,3.496346,1.16539
37.68511,55.765358,0,0,289,143.488617,2023/03/03 13:02:17+00,,,,,,,,,,,,,,,,,,,,,,0.432511,110.838795,3.546396,1.164823
37.685117,55.765356,0,0,290,143.058505,2023/03/03 13:02:18+00,,,,,,,,,,,,,,,,,,,,,,0.469508,116.506126,3.5932,1.164194
37.685123,55.765354,0,0,291,142.591981,2023/03/03 13:02:19+00,,,,,,,,,,,,,,,,,,,,,,0.466505,122.564115,3.631741,1.162647
37.685129,55.765352,0,0,292,142.059537,2023/03/03 13:02:20+00,,,,,,,,,,,,,,,,,,,,,,0.431106,130.594128,3.658654,1.1596
37.685133,55.765349,0,0,293,141.50279,2023/03/03 13:02:21+00,,,,,,,,,,,,,,,,,,,,,,0.385803,140.840218,3.672189,1.156198
37.685136,55.765347,0,0,294,140.890091,2023/03/03 13:02:22+00,,,,,,,,,,,,,,,,,,,,,,0.353649,150.884449,3.669339,1.153613
37.685139,55.765344,0,0,295,140.238784,2023/03/03 13:02:23+00,,,,,,,,,,,,,,,,,,,,,,0.353357,152.811213,3.651871,1.150396
37.685142,55.765341,0,0,296,139.555984,2023/03/03 13:02:24+00,,,,,,,,,,,,,,,,,,,,,,0.376887,136.460116,3.622381,1.146896
37.685148,55.765339,0,0,297,138.801462,2023/03/03 13:02:25+00,,,,,,,,,,,,,,,,,,,,,,0.485913,113.663776,3.590154,1.14273
37.685158,55.765337,0,0,298,138.185758,2023/03/03 13:02:26+00,,,,,,,,,,,,,,,,,,,,,,0.672925,101.972873,3.565446,1.137956
37.685172,55.765336,0,0,299,137.713287,2023/03/03 13:02:27+00,,,,,,,,,,,,,,,,,,,,,,0.778836,97.916603,3.555461,1.132622
37.685186,55.765335,0,0,300,137.21474,2023/03/03 13:02:28+00,,,,,,,,,,,,,,,,,,,,,,0.843221,95.949701,3.562944,1.128672
37.685198,55.765335,0,0,301,136.682493,2023/03/03 13:02:29+00,,,,,,,,,,,,,,,,,,,,,,0.827395,95.176578,3.587753,1.126349
37.685209,55.765334,0,0,302,136.166211,2023/03/03 13:02:30+00,,,,,,,,,,,,,,,,,,,,,,0.715352,95.049193,3.63509,1.125828
37.685218,55.765334,0,0,303,135.679801,2023/03/03 13:02:31+00,,,,,,,,,,,,,,,,,,,,,,0.506586,95.467549,3.73006,1.128201
37.685212,55.765334,0,0,304,134.794054,2023/03/03 13:02:33+00,,,,,,,,,,,,,,,,,,,,,,0.790816,271.679499,3.642089,1.119192
37.685194,55.765334,0,0,305,134.418043,2023/03/03 13:02:34+00,,,,,,,,,,,,,,,,,,,,,,1.261688,272.132598,3.440574,1.098445
37.685168,55.765335,0,0,306,134.024037,2023/03/03 13:02:35+00,,,,,,,,,,,,,,,,,,,,,,1.756006,272.334317,3.272236,1.082234
37.685136,55.765336,0,0,307,133.677892,2023/03/03 13:02:36+00,,,,,,,,,,,,,,,,,,,,,,2.156536,271.857377,3.112002,1.066637
37.6851,55.765336,0,0,308,133.397778,2023/03/03 13:02:37+00,,,,,,,,,,,,,,,,,,,,,,2.307014,271.300319,2.957981,1.052402
37.685066,55.765336,0,0,309,133.191768,2023/03/03 13:02:38+00,,,,,,,,,,,,,,,,,,,,,,2.015776,270.307879,2.827081,1.03967
37.685039,55.765336,0,0,310,133.032678,2023/03/03 13:02:39+00,,,,,,,,,,,,,,,,,,,,,,1.35548,267.426823,2.734191,1.02824
37.685024,55.765335,0,0,311,132.913089,2023/03/03 13:02:40+00,,,,,,,,,,,,,,,,,,,,,,0.645502,257.101026,2.674089,1.017979
37.68502,55.765333,0,0,312,132.840442,2023/03/03 13:02:41+00,,,,,,,,,,,,,,,,,,,,,,0.243591,167.38669,2.634269,1.008992
37.685026,55.765331,0,0,313,132.796588,2023/03/03 13:02:42+00,,,,,,,,,,,,,,,,,,,,,,0.753798,116.211354,2.613981,1.001532
37.685042,55.765327,0,0,314,132.785689,2023/03/03 13:02:43+00,,,,,,,,,,,,,,,,,,,,,,1.307891,108.419211,2.624119,0.996228
37.685065,55.765323,0,0,315,132.805348,2023/03/03 13:02:44+00,,,,,,,,,,,,,,,,,,,,,,1.711176,105.870201,2.693461,0.993954
37.685119,55.765315,0,0,316,132.958721,2023/03/03 13:02:46+00,,,,,,,,,,,,,,,,,,,,,,1.779196,102.820785,2.596829,0.96775
37.685144,55.765312,0,0,317,133.152523,2023/03/03 13:02:47+00,,,,,,,,,,,,,,,,,,,,,,1.411151,102.093235,2.428846,0.939488
37.685163,55.76531,0,0,318,133.377294,2023/03/03 13:02:48+00,,,,,,,,,,,,,,,,,,,,,,0.897117,99.971449,2.334351,0.915142
37.685172,55.76531,0,0,319,133.623792,2023/03/03 13:02:49+00,,,,,,,,,,,,,,,,,,,,,,0.320125,87.086858,2.275661,0.894169
37.685172,55.765311,0,0,320,133.890074,2023/03/03 13:02:50+00,,,,,,,,,,,,,,,,,,,,,,0.375837,304.990424,2.22863,0.876154
37.685163,55.765313,0,0,321,134.177601,2023/03/03 13:02:51+00,,,,,,,,,,,,,,,,,,,,,,0.971733,294.040907,2.180524,0.860724
37.685145,55.765318,0,0,322,134.482747,2023/03/03 13:02:52+00,,,,,,,,,,,,,,,,,,,,,,1.423812,292.03765,2.131499,0.847609
37.685122,55.765323,0,0,323,134.800811,2023/03/03 13:02:53+00,,,,,,,,,,,,,,,,,,,,,,1.707072,291.123709,2.088538,0.836634
37.685095,55.765328,0,0,324,135.119587,2023/03/03 13:02:54+00,,,,,,,,,,,,,,,,,,,,,,1.84698,290.419018,2.057993,0.829257
37.685067,55.765334,0,0,325,135.442605,2023/03/03 13:02:55+00,,,,,,,,,,,,,,,,,,,,,,1.869031,289.916937,2.040962,0.824051
37.68504,55.76534,0,0,326,135.766157,2023/03/03 13:02:56+00,,,,,,,,,,,,,,,,,,,,,,1.79671,289.68589,2.033759,0.820798
37.685014,55.765345,0,0,327,136.095062,2023/03/03 13:02:57+00,,,,,,,,,,,,,,,,,,,,,,1.628561,289.83186,2.032346,0.81935
37.684992,55.76535,0,0,328,136.426638,2023/03/03 13:02:58+00,,,,,,,,,,,,,,,,,,,,,,1.35074,290.563648,2.034946,0.819685
37.684974,55.765353,0,0,329,136.754586,2023/03/03 13:02:59+00,,,,,,,,,,,,,,,,,,,,,,0.972131,292.540042,2.042257,0.82188
37.684963,55.765356,0,0,330,137.084972,2023/03/03 13:03:00+00,,,,,,,,,,,,,,,,,,,,,,0.544758,298.935684,2.057025,0.826184
37.684959,55.765358,0,0,331,137.41549,2023/03/03 13:03:01+00,,,,,,,,,,,,,,,,,,,,,,0.180334,338.021255,2.084557,0.833023
37.684961,55.765359,0,0,332,137.739634,2023/03/03 13:03:02+00,,,,,,,,,,,,,,,,,,,,,,0.275618,69.739966,2.137286,0.843047
37.684966,55.76536,0,0,333,138.060275,2023/03/03 13:03:03+00,,,,,,,,,,,,,,,,,,,,,,0.443353,83.041829,2.24966,0.857133
37.684983,55.76536,0,0,334,138.646622,2023/03/03 13:03:05+00,,,,,,,,,,,,,,,,,,,,,,0.614122,92.34314,2.234899,0.864971
37.684992,55.76536,0,0,335,138.921821,2023/03/03 13:03:06+00,,,,,,,,,,,,,,,,,,,,,,0.540529,93.760719,2.109785,0.854979
37.685,55.76536,0,0,336,139.18719,2023/03/03 13:03:07+00,,,,,,,,,,,,,,,,,,,,,,0.457215,96.812771,2.05016,0.848467
37.685006,55.765359,0,0,337,139.437487,2023/03/03 13:03:08+00,,,,,,,,,,,,,,,,,,,,,,0.402278,101.049955,2.019366,0.844208
37.685013,55.765358,0,0,338,139.677858,2023/03/03 13:03:09+00,,,,,,,,,,,,,,,,,,,,,,0.386218,103.998841,2.00241,0.841291
37.685018,55.765357,0,0,339,139.905446,2023/03/03 13:03:10+00,,,,,,,,,,,,,,,,,,,,,,0.384186,105.379146,1.992678,0.839051
37.685024,55.765357,0,0,340,140.12201,2023/03/03 13:03:11+00,,,,,,,,,,,,,,,,,,,,,,0.39047,105.430619,1.986962,0.837039
37.685031,55.765356,0,0,341,140.326139,2023/03/03 13:03:12+00,,,,,,,,,,,,,,,,,,,,,,0.425849,103.666123,1.983978,0.834913
37.685038,55.765355,0,0,342,140.512176,2023/03/03 13:03:13+00,,,,,,,,,,,,,,,,,,,,,,0.511539,101.628499,1.983908,0.832517
37.685046,55.765354,0,0,343,140.676463,2023/03/03 13:03:14+00,,,,,,,,,,,,,,,,,,,,,,0.577784,100.245083,1.987579,0.829781
37.685056,55.765353,0,0,344,140.822779,2023/03/03 13:03:15+00,,,,,,,,,,,,,,,,,,,,,,0.62626,98.846177,1.99445,0.826706
37.685066,55.765352,0,0,345,140.945585,2023/03/03 13:03:16+00,,,,,,,,,,,,,,,,,,,,,,0.654827,97.470864,2.001995,0.823352
37.685076,55.765351,0,0,346,141.053282,2023/03/03 13:03:17+00,,,,,,,,,,,,,,,,,,,,,,0.667855,96.525749,2.008378,0.819823
37.685087,55.765351,0,0,347,141.139687,2023/03/03 13:03:18+00,,,,,,,,,,,,,,,,,,,,,,0.671888,95.928242,2.013506,0.816212
37.685097,55.76535,0,0,348,141.211751,2023/03/03 13:03:19+00,,,,,,,,,,,,,,,,,,,,,,0.657289,94.921852,2.018187,0.812623
37.685107,55.76535,0,0,349,141.260103,2023/03/03 13:03:20+00,,,,,,,,,,,,,,,,,,,,,,0.629865,93.147163,2.023717,0.809106
37.685117,55.76535,0,0,350,141.294045,2023/03/03 13:03:21+00,,,,,,,,,,,,,,,,,,,,,,0.597067,91.102906,2.031771,0.805797
37.685126,55.765349,0,0,351,141.317497,2023/03/03 13:03:22+00,,,,,,,,,,,,,,,,,,,,,,0.566088,89.368127,2.044114,0.802691
37.685136,55.76535,0,0,352,141.342368,2023/03/03 13:03:23+00,,,,,,,,,,,,,,,,,,,,,,0.567539,89.074109,2.06111,0.799849
37.685145,55.76535,0,0,353,141.357717,2023/03/03 13:03:24+00,,,,,,,,,,,,,,,,,,,,,,0.590886,89.880775,2.08087,0.797383
37.685155,55.76535,0,0,354,141.379944,2023/03/03 13:03:25+00,,,,,,,,,,,,,,,,,,,,,,0.628656,91.650043,2.100561,0.795252
37.685165,55.765349,0,0,355,141.404537,2023/03/03 13:03:26+00,,,,,,,,,,,,,,,,,,,,,,0.668906,94.10996,2.11737,0.793581
37.685176,55.765349,0,0,356,141.439168,2023/03/03 13:03:27+00,,,,,,,,,,,,,,,,,,,,,,0.673482,96.607582,2.129053,0.792323
37.685186,55.765348,0,0,357,141.475253,2023/03/03 13:03:28+00,,,,,,,,,,,,,,,,,,,,,,0.600827,99.136788,2.134807,0.791295
